mstr_item_id,name_combi,number,name,nickname,ranking,lbs_per_service,commodity_id,name_commodity,category_id,name_category,fa_31_cat_id,name_fa_31_cat,group_generic,dummy_is_fresh,group_fresh,group_food,family_id,name_family
382,CELERY Hearts,4575,Hearts,Hearts,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
383,CELERY Celery Sticks,4576,Celery Sticks,Celery Sticks,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
384,CELERY CELERY (ANY),4577,,CELERY (ANY),20,2,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
385,CELERY Retailer Assigned,4578,,Retailer Assigned,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
386,CELERY Retailer Assigned,4579,,Retailer Assigned,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
387,CELERY Retailer Assigned,4580,,Retailer Assigned,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
388,CELERY Retailer Assigned,4581,,Retailer Assigned,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
389,CELERY Bunch,4582,Bunch,Bunch,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
390,CELERY Bunch,4583,Bunch,Bunch,NA,0,41,CELERY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
391,CELERY ROOT/CELERIAC With leaves attached,3321,With leaves attached,With leaves attached,NA,0,42,CELERY ROOT/CELERIAC,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
392,CELERY ROOT/CELERIAC,4585,,,NA,0,42,CELERY ROOT/CELERIAC,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
393,CHARD (SWISS CHARD)/SILVERBEET Green,4586,Green,Green,73,2,43,CHARD (SWISS CHARD)/SILVERBEET,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
394,CHARD (SWISS CHARD)/SILVERBEET Red,4587,Red,Red,NA,2,43,CHARD (SWISS CHARD)/SILVERBEET,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
395,CHARD (SWISS CHARD)/SILVERBEET Retailer Assigned,4588,,Retailer Assigned,NA,0,43,CHARD (SWISS CHARD)/SILVERBEET,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
396,CHERIMOYA,4257,,,NA,0,44,CHERIMOYA,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
397,CHERRIES Regular/Red/Black,3357,Regular/Red/Black,Regular/Red/Black,NA,0,45,CHERRIES,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
398,CHERRIES Regular/Red/Black,3358,Regular/Red/Black,Regular/Red/Black,NA,0,45,CHERRIES,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
399,CHERRIES Tip Top,3448,Tip Top,Tip Top,NA,0,45,CHERRIES,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
400,CHERRIES Regular/Red/Black,4045,Regular/Red/Black,Regular/Red/Black,NA,0,45,CHERRIES,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
401,CHERRIES Golden/Rainier/White,4258,Golden/Rainier/White,Golden/Rainier/White,NA,0,45,CHERRIES,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
402,CHERRIES CHERRIES (ANY),4259,Retailer Assigned,CHERRIES (ANY),NA,2,45,CHERRIES,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
403,CHERVIL,3084,,,NA,0,46,CHERVIL,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
404,CHESTNUTS,4927,,,NA,0,47,CHESTNUTS,5,Nuts,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
405,CHICKPEAS Chickpeas/Garbanzo,3398,Chickpeas/Garbanzo,Chickpeas/Garbanzo,NA,0,48,CHICKPEAS,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
406,CHIPILIN LEAF,3479,,,NA,0,49,CHIPILIN LEAF,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
407,CHIVES Garlic/Chinese,3462,Garlic/Chinese,Garlic/Chinese,NA,0,50,CHIVES,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
408,CHIVES,4888,,,NA,0,50,CHIVES,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
409,CHOY SUM/PAK CHOI SUM,3322,,,NA,0,51,CHOY SUM/PAK CHOI SUM,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
410,CHOY SUM/PAK CHOI SUM Baby,3323,Baby,Baby,NA,0,51,CHOY SUM/PAK CHOI SUM,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
411,CILANTRO (CHINESE PARSLEY/CORIANDER),4889,,,NA,1,52,CILANTRO (CHINESE PARSLEY/CORIANDER),4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
412,COCONUTS In Husk/Waternut,4260,In Husk/Waternut,In Husk/Waternut,NA,0,53,COCONUTS,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
413,COCONUTS Husked,4261,Husked,Husked,NA,0,53,COCONUTS,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
414,COCONUTS Retailer Assigned,4262,,Retailer Assigned,NA,0,53,COCONUTS,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
415,CORN Indian,3085,"Indian, Decorative",Indian,NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
416,CORN Indian,3086,Indian. Decorative,Indian,NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
417,CORN Indian,3087,"Indian, Strawberry",Indian,NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
418,CORN Sweet Corn White,4077,"Sweet Corn, White","Sweet Corn, White",NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
419,CORN Sweet Corn Yellow,4078,"Sweet Corn, Yellow","Sweet Corn, Yellow",NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
420,CORN Sweet Corn Baby,4589,"Sweet Corn, Baby","Sweet Corn, Baby",NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
421,CORN Sweet Corn Bi-Color,4590,"Sweet Corn, Bi-Color","Sweet Corn, Bi-Color",NA,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
422,CORN CORN (ANY),4591,,CORN (ANY),7,6,54,CORN,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
423,CUCUMBER Green/Ridge/Short,4062,Green/Ridge/Short,Green/Ridge/Short,NA,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
424,CUCUMBER Armenian,4592,Armenian,Armenian,NA,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
425,CUCUMBER English/Hot House/Long Seedless/Telegraph/Continental,4593,English/Hot House/Long Seedless/Telegraph/Continental,English/Hot House/Long Seedless/Telegraph/Continental,NA,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
426,CUCUMBER Japanese/White,4594,Japanese/White,Japanese/White,NA,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
427,CUCUMBER Lemon,4595,Lemon,Lemon,NA,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
428,CUCUMBER Pickling/Gherkin,4596,Pickling/Gherkin,Pickling/Gherkin,NA,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
429,CUCUMBER CUCUMBER (ANY),4597,,CUCUMBER (ANY),14,3,55,CUCUMBER,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
430,CURRANTS Red,3088,Red,Red,NA,0,56,CURRANTS,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
431,CURRANTS Black,3305,Black,Black,NA,0,56,CURRANTS,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
432,DAIKON (See also RADISH),4598,(See also RADISH),(See also RADISH),NA,0,57,DAIKON,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
433,DATES Fresh,3045,"Fresh, On Branch",Fresh,NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
434,DATES Fresh,3046,"Fresh, Frozen",Fresh,NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
435,DATES Medjool,3047,Medjool,Medjool,NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
436,DATES Fresh,4263,Fresh - Regular,Fresh,NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
437,DATES DATES (ANY),4264,,DATES (ANY),NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
438,DATES (Dried Fruit),4862,(Dried Fruit),(Dried Fruit),NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
439,DATES Retailer Assigned,4863,,Retailer Assigned,NA,0,58,DATES,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
440,DILL,4891,,,NA,0,59,DILL,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
441,DILL Baby,4892,Baby,Baby,NA,0,59,DILL,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
442,DILL Pickling,4893,Pickling,Pickling,NA,0,59,DILL,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
443,EGGPLANT (AUBERGINE) Chinese,3089,Chinese,Chinese,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
444,EGGPLANT (AUBERGINE) Thai,3090,Thai,Thai,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
445,EGGPLANT (AUBERGINE) Regular,4081,Regular,Regular,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
446,EGGPLANT (AUBERGINE) Baby,4599,Baby,Baby,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
447,EGGPLANT (AUBERGINE) Baby White,4600,Baby White,Baby White,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
448,EGGPLANT (AUBERGINE) Japanese,4601,Japanese,Japanese,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
449,EGGPLANT (AUBERGINE) White,4602,White,White,NA,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
450,EGGPLANT (AUBERGINE) EGGPLANT (ANY),4603,,EGGPLANT (ANY),51,3,60,EGGPLANT (AUBERGINE),6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
451,ENDIVE/CHICORY,4604,,,NA,0,61,ENDIVE/CHICORY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
452,EPAZOTE,3473,,,NA,0,62,EPAZOTE,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
453,ESCAROLE/BATAVIAN CHICORY Red,3324,Red,Red,NA,0,63,ESCAROLE/BATAVIAN CHICORY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
454,ESCAROLE/BATAVIAN CHICORY Green,4605,Green,Green,NA,0,63,ESCAROLE/BATAVIAN CHICORY,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
455,FEIJOA,4265,,,NA,0,64,FEIJOA,3,Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
456,FENNEL Florence/Sweet Fennel/Fennel Bulb,4515,Florence/Sweet Fennel/Fennel Bulb,Florence/Sweet Fennel/Fennel Bulb,NA,0,65,FENNEL,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
457,FENNEL LEAVES,3063,,,NA,0,66,FENNEL LEAVES,4,Herbs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
458,FIDDLEHEAD FERNS,4606,,,NA,0,67,FIDDLEHEAD FERNS,6,Vegetables,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
459,FIGS (Dried Fruit),3337,(Dried Fruit),(Dried Fruit),NA,1,68,FIGS,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
460,FIGS Black,4266,Black,Black,NA,1,68,FIGS,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
461,FIGS Brown,4267,Brown,Brown,NA,1,68,FIGS,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
462,FIGS White/Green,4268,White/Green,White/Green,NA,1,68,FIGS,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
463,FIGS FIGS (ANY),4269,,FIGS (ANY),NA,1,68,FIGS,2,Dried Fruits,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
464,FILBERTS Cobnut/Hazelnut,4928,Cobnut/Hazelnut,Cobnut/Hazelnut,NA,0,69,FILBERTS,5,Nuts,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
465,FOR USE WITH ALL COMMODITIES Retailer Assigned,3170,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
466,FOR USE WITH ALL COMMODITIES Retailer Assigned,3171,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
467,FOR USE WITH ALL COMMODITIES Retailer Assigned,3172,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
468,FOR USE WITH ALL COMMODITIES Retailer Assigned,3173,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
469,FOR USE WITH ALL COMMODITIES Retailer Assigned,3174,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
470,FOR USE WITH ALL COMMODITIES Retailer Assigned,3175,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
471,FOR USE WITH ALL COMMODITIES Retailer Assigned,3176,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
472,FOR USE WITH ALL COMMODITIES Retailer Assigned,3177,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
473,FOR USE WITH ALL COMMODITIES Retailer Assigned,3178,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
474,FOR USE WITH ALL COMMODITIES Retailer Assigned,3179,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
475,FOR USE WITH ALL COMMODITIES Retailer Assigned,3180,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
476,FOR USE WITH ALL COMMODITIES Retailer Assigned,3181,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
477,FOR USE WITH ALL COMMODITIES Retailer Assigned,3182,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
478,FOR USE WITH ALL COMMODITIES Retailer Assigned,3183,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
479,FOR USE WITH ALL COMMODITIES Retailer Assigned,3184,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
480,FOR USE WITH ALL COMMODITIES Retailer Assigned,3185,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
481,FOR USE WITH ALL COMMODITIES Retailer Assigned,3186,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
482,FOR USE WITH ALL COMMODITIES Retailer Assigned,3187,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
483,FOR USE WITH ALL COMMODITIES Retailer Assigned,3188,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
484,FOR USE WITH ALL COMMODITIES Retailer Assigned,3189,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
485,FOR USE WITH ALL COMMODITIES Retailer Assigned,3190,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
486,FOR USE WITH ALL COMMODITIES Retailer Assigned,3191,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
487,FOR USE WITH ALL COMMODITIES Retailer Assigned,3192,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
488,FOR USE WITH ALL COMMODITIES Retailer Assigned,3193,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
489,FOR USE WITH ALL COMMODITIES Retailer Assigned,3194,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
490,FOR USE WITH ALL COMMODITIES Retailer Assigned,3195,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
491,FOR USE WITH ALL COMMODITIES Retailer Assigned,3196,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
492,FOR USE WITH ALL COMMODITIES Retailer Assigned,3197,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
493,FOR USE WITH ALL COMMODITIES Retailer Assigned,3198,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
494,FOR USE WITH ALL COMMODITIES Retailer Assigned,3199,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
495,FOR USE WITH ALL COMMODITIES Retailer Assigned,3200,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
496,FOR USE WITH ALL COMMODITIES Retailer Assigned,3201,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
497,FOR USE WITH ALL COMMODITIES Retailer Assigned,3202,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
498,FOR USE WITH ALL COMMODITIES Retailer Assigned,3203,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
499,FOR USE WITH ALL COMMODITIES Retailer Assigned,3204,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
500,FOR USE WITH ALL COMMODITIES Retailer Assigned,3205,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
501,FOR USE WITH ALL COMMODITIES Retailer Assigned,3206,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
502,FOR USE WITH ALL COMMODITIES Retailer Assigned,3207,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
503,FOR USE WITH ALL COMMODITIES Retailer Assigned,3208,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
504,FOR USE WITH ALL COMMODITIES Retailer Assigned,3209,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
505,FOR USE WITH ALL COMMODITIES Retailer Assigned,3210,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
506,FOR USE WITH ALL COMMODITIES Retailer Assigned,3211,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
507,FOR USE WITH ALL COMMODITIES Retailer Assigned,3212,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
508,FOR USE WITH ALL COMMODITIES Retailer Assigned,3213,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
509,FOR USE WITH ALL COMMODITIES Retailer Assigned,3214,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
510,FOR USE WITH ALL COMMODITIES Retailer Assigned,3215,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
511,FOR USE WITH ALL COMMODITIES Retailer Assigned,3216,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
512,FOR USE WITH ALL COMMODITIES Retailer Assigned,3217,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
513,FOR USE WITH ALL COMMODITIES Retailer Assigned,3218,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
514,FOR USE WITH ALL COMMODITIES Retailer Assigned,3219,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
515,FOR USE WITH ALL COMMODITIES Retailer Assigned,3220,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
516,FOR USE WITH ALL COMMODITIES Retailer Assigned,3221,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
517,FOR USE WITH ALL COMMODITIES Retailer Assigned,3222,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
518,FOR USE WITH ALL COMMODITIES Retailer Assigned,3223,,Retailer Assigned,NA,2,70,FOR USE WITH ALL COMMODITIES,1,ALL OTHER Standard PLUs,28,FRESH PRODUCE,Fresh Food,1,fresh,food,4,Produce
