agency_id,number,name,billing_address1,billing_address2,billing_city,billing_state,billing_zip,county_code,county_name,county_rollup,agency_type,representative_name,services_loc_id,services_reporting_agency_id,agency_id_rollup,is_community_agency,number_full
1148,1342,Lifepoint Food Pantry,4701 US 23 N,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Pantry,NA,0,0,NA,1,000000001342
1149,1343,House Of Refuge For All People Pant,PO Box 7748,NA,Columbus,OH,43207-0748,FRA,Franklin,Franklin,Pantry,NA,0,0,1149,1,000000001343
1151,1344,Ohio Sickle Cell & Health Assn.,"380 South 5th Street, Suite G-3",NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001344
1193,1345,Leapin' Ministries Pers Needs Plus/Close,345 1/2 Windsor Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,NA,0,0,NA,1,000000001345
1194,1346,Morrow County Food Pantry,"619 W. Marion Road, Bldg. C, Ste. 111",NA,Mt. Gilead,OH,43338,MOR,Morrow,Rural,Pantry,B.Nance,648,424,NA,1,000000001346
1195,1347,El Buena Samaritano/Vida Nueva Wes,120 South Burgess Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001347
1197,1348,Paint Valley Ministries Pantry,PO Box 528,NA,Bainbridge,OH,45612,ROS,Ross,Rural,Pantry,B.Nance,358,425,NA,1,000000001348
1204,1349,Salvation Army East Main Choice FP (pu),966 East Main Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001349
253,1350,"Alkebulan, Inc.",35 East Fifth Avenue,NA,Columbus,OH,43201,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001350
1209,1351,LSS South,1460 S CHAMPION AVE,NA,COLUMBUS,OH,43206,FRA,Franklin,Franklin,Pantry,NA,1,426,1209,1,000000001351
1212,1352,Beacon of Hope Food Pantry,280 Evergreen Terrace,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001352
1214,1353,Bashir's Kitchen/BENS Pantry,1330 Atcheson Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001353
1216,1354,LSS Glenwood,1460 S CHAMPION AVE,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Pantry,NA,2,32,1209,1,000000001354
1222,1355,Body of Christ FP/Christ Fellowship,4481 E. Dublin-Granville Road,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Pantry,NA,0,0,1222,1,000000001355
1239,1356,Caring Hearts FP/Grace Apostolic Ch,PO Box 685,NA,Reynoldsburg,OH,43068-0685,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001356
1240,1357,Vineyard Christian Fellowship FP/Hold,3005 Holt Road,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001357
1241,1358,ZZZZZSt John,640 South Ohio Avenue,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,191,1,000000001358
1255,1359,Caring Hands and Hearts Food Pantry,345 Market Street,NA,Richmond Dale,OH,45673,ROS,Ross,Rural,Pantry,NA,0,0,NA,1,000000001359
1298,1360,Yorkville UMC Pantry,218 Fourth Street,NA,Yorkville,OH,43971,BEL,Belmont,Rural,Pantry,H.Willis,322,428,1298,1,000000001360
254,1361,Coburn UMC Pantry,177 East Newman Street,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Pantry,B.Nance,1279,429,NA,1,000000001361
1299,1362,Free Pentecostal Holiness Church Pantry,24136 Township Road 113,NA,Warsaw,OH,43844,COS,Coshocton,Rural,Pantry,B.Nance,589,430,NA,1,000000001362
1300,1363,zzzzzzCenterburg Church of God Pantry,PO Box 295,NA,Centerburg,OH,43011-0295,KNO,Knox,Rural,Pantry,B.Nance,93,145,NA,1,000000001363
1360,1364,Salvation Army Lancaster/P U,PO Box 517,NA,Lancaster,OH,43130-0517,FAI,Fairfield,Contiguous,Pantry,NA,0,0,214,1,000000001364
2142,1365,zzzzzzBeacon of Hope Food Pantry,291 East Mark Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,1885,146,NA,1,000000001365
2148,1366,Bloom Carroll Shalom Pantry Mission,4925 Plum Road,NA,Carroll,OH,43131,FAI,Fairfield,Contiguous,Pantry,B.Nance,2371,147,NA,1,000000001366
2279,1367,Lifecare Alliance,1699 W. Mound St.,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Pantry,NA,1911,611,NA,1,000000001367
2342,1368,Power for Change,106 Delray Rd,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,2133,662,2109,1,000000001368
2506,1369,Breaking Bread,638 Bellefontaine Ave,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,NA,3965,752,NA,1,000000001369
2343,1370,Buckeye Food Alliance Marion,1465 Mt Vernon Ave,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,NA,2927,663,NA,1,000000001370
2354,1371,INJOY Food Pantry,166 West Liberty St,NA,Martinsburg,OH,43037,KNO,Knox,Rural,Pantry,NA,2995,683,NA,1,000000001371
2358,1372,The Free Store at Camp Christian,10335 Maple Dell Rd,NA,Marysville,OH,43040,UNI,Union,Contiguous,Pantry,NA,2997,672,NA,1,000000001372
2373,1373,Eastern Gateway Community College Pantry,110 John Scott Highway,Puglilese Center,Steubenville,OH,43952,JEF,Jefferson,Rural,Pantry,NA,3172,686,NA,1,000000001373
2380,1374,Developmental Disabilities Connecti,212 W Johnstown Rd,Apt A,Gahanna,NA,43230,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001374
2413,1375,New Covenant Food Pantry,20 Poplar Dr,NA,South Zanesville,OH,43701,MUS,Muskingum,Rural,Pantry,NA,2346,707,2413,1,000000001375
2430,1376,Center of Hope Knox County,125 E Vine St,NA,Mt Vernon,OH,43050,KNO,Knox,Rural,Pantry,NA,3411,736,2430,1,000000001376
2466,1377,Zion Pantry of Marion,475 East Fairground St,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,3588,728,NA,1,000000001377
2499,1378,Freeport Food Pantry,79030 Freeport Tipppecanoe Rd,NA,Tippecanoe,OH,44699,HAR,Harrison,Rural,Pantry,NA,0,0,NA,1,000000001378
2509,1379,Anchor Church,1365 Chamberlin St,NA,Zanesville,OH,43701,MUS,Muskingum,Rural,Pantry,NA,0,0,NA,1,000000001379
2510,1380,Community UMC Food Pantry,8585 St Rt 180,NA,Kingston,OH,45644,ROS,Ross,Rural,Pantry,NA,0,0,NA,1,000000001380
1391,1400,Victory Center Lancaster Pantry,4000 Coonpath Road NW,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Pantry,B.Nance,239,148,1391,1,000000001400
2129,1401,First Church of God Food Pantry,25822 State Route 159,NA,Circleville,OH,43113,PIC,Pickaway,Contiguous,Pantry,B.Nance,0,0,NA,1,000000001401
2362,1402,Feed A Need Kingdom Kids,2815 Bulen Ave,NA,Columbus,OHIO,43207,FRA,Franklin,Franklin,Pantry,NA,2031,684,2362,1,000000001402
2435,1426,PICCA Pantry,469 E OHIO ST,NA,Circleville,OH,43113,PIC,Pickaway,Contiguous,Pantry,NA,1842,713,2435,1,000000001426
2265,1438,Walk the Talk Mobile Pantry,2146 North Court St,NA,Circleville,OH,43113,PIC,Pickaway,Contiguous,Pantry,NA,2298,621,NA,1,000000001438
1780,1452,Hoosier Hills Foodbank,2333 West Industrial Park Drive,NA,Bloomington,IN,47404,OUT,Out of Service Area,NA,NA,NA,NA,NA,NA,0,000000001452
255,1454,Empire Food Pantry,PO Box 147,NA,Empire,OH,43926-0147,JEF,Jefferson,Rural,Pantry,H.Willis,1496,150,NA,1,000000001454
256,1455,Food Thru Faith,51 West Center Street,NA,London,OH,43140,MAD,Madison,Contiguous,Pantry,B.Nance,2225,151,NA,1,000000001455
257,1457,GODS FOOD MINISTRY & PROVISIONS,349 McLister Ave,NA,Mingo Junction,OH,43938,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001457
258,1460,Saline Township Food Pantry,16626 St. Rt. 152,NA,Toronto,OH,43964,JEF,Jefferson,Rural,Pantry,H.Willis,0,0,258,1,000000001460
259,1461,Sugar Grove UMC Food Pantry,17664 St Rt 152,NA,Toronto,OH,43964,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001461
260,1462,Stratton Church of the Nazarene,P.O. Box 84,NA,Stratton,OH,43961-0084,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001462
1274,1463,The Fathers Pantry,807 Coshocton Avenue,NA,Mt. Vernon,OH,43050,KNO,Knox,Rural,Pantry,B.Nance,621,152,1274,1,000000001463
261,1465,"Gods Pantry, Urban Mission",301 North Fifth Street,NA,Steubenville,OH,43952,JEF,Jefferson,Rural,Pantry,H.Willis,97,680,261,1,000000001465
262,1466,Brilliant Community Food Pantry,1109 Third Street,NA,Brilliant,OH,43913,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001466
2267,1467,LSS Guernsey Pantry,1460 South Champion Ave,NA,Columbus,OH,43206,GUE,Guernsey,Rural,Pantry,NA,2353,618,1209,1,000000001467
263,1471,Jefferson County CAC,PO Box 130,NA,Steubenville,OH,43952-0130,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001471
264,1472,Salvation Army Steubenville Food Pantry,PO Box 1226,NA,Steubenville,OH,43952-1226,JEF,Jefferson,Rural,Pantry,H.Willis,2571,154,NA,1,000000001472
265,1473,"Ecumenical Community Pantry, Inc.",49 Township Road 374,NA,Richmond,OH,43944,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001473
1141,1474,Jeffersonville UMC Food Pantry,PO Box 71,NA,Jeffersonville,OH,43128-0071,FAY,Fayette,Rural,Pantry,NA,0,0,NA,1,000000001474
266,1475,Lamp Ministries,"c/o Comm. of God's Love, PO Box 806",NA,Steubenville,OH,43952-0806,JEF,Jefferson,Rural,Pantry,NA,0,0,NA,1,000000001475
1142,1476,LSS Nobile,NA,NA,NA,NA,,NOB,Noble,Rural,Pantry,H.Willis,3,155,1209,1,000000001476
1159,1477,LSS Caldwell Choice Pantry Pickup,1460 South Champion Avenue,NA,Columbus,OH,43206,NOB,Noble,Rural,Pantry,NA,0,0,NA,1,000000001477
1160,1478,Marion Salem UMC Food Pantry,1640 Salem Road,NA,Caledonia,OH,43314,MAR,Marion,Rural,Pantry,NA,0,0,NA,1,000000001478
1302,1479,Urban Mission CSFP,301 North Fifth Street,NA,Steubenville,OH,43952,JEF,Jefferson,Rural,CSFP,NA,97,0,261,1,000000001479
1303,1480,Salvation Army East Main CSFP,966 East Main St.,NA,Columbus,OH,43205,FRA,Franklin,Franklin,CSFP,NA,0,0,38,1,000000001480
2054,1481,LSS West CSFP,1460 South Champion Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,CSFP,NA,0,0,1216,1,000000001481
2166,1482,Gladden CSFP,318 S GLENWOOD AVE,NA,COLUMBUS,OH,43223,FRA,Franklin,Franklin,CSFP,NA,0,0,96,1,000000001482
2167,1483,Homeport CSFP,3443 Agler Road,NA,Columbus,OH,43219,FRA,Franklin,Franklin,CSFP,NA,0,0,2167,1,000000001483
2478,1485,Eastside Mission Food Pantry,32 Joy Ave,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Pantry,NA,0,0,NA,1,000000001485
1135,1486,Gregg St. Worship Center Delivery,424 Gregg Street,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Pantry,NA,0,0,NA,1,000000001486
1136,1487,Apostolic Christian Church Pantry,PO Box 688 (HOLD),NA,Mt Vernon,OH,43050-0688,KNO,Knox,Rural,Pantry,NA,0,0,NA,1,000000001487
1139,1488,Gregg Street Worship Center Pantry,424 Gregg Street,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Pantry,B.Nance,601,156,NA,1,000000001488
1306,1489,Diaconal Outreach Care and Services/CLOS,151 University Drive,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,NA,0,0,NA,1,000000001489
1307,1490,The Assistance House Pantry,11 West Fifth Street,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,0,0,NA,1,000000001490
1308,1491,Genesis Tabernacle Food Pantry,6765 Dublin Center Drive,NA,Dublin,OH,43017,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001491
1310,1492,FEED Food Pantry,32 Troy Rd.,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Pantry,B.Nance,120,157,1310,1,000000001492
1312,1493,Freedom House of Chillicothe Food P,39 South Mulberry Street,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,1272,158,NA,1,000000001493
267,1494,North High Apartments,957 East Broad Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001494
1315,1495,Buckeye Valley Food Pantry,101 E High St,NA,Ashley,OH,43003,DEL,Delaware,Contiguous,Pantry,B.Nance,1680,159,1315,1,000000001495
1316,1496,Lutheran Social Serv./Mobile fp/II,1460 South Champion Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Pantry,NA,0,0,1209,1,000000001496
1327,1497,Amanda Food Pantry,PO Box 281,NA,Amanda,OH,43102-0281,FAI,Fairfield,Contiguous,Pantry,B.Nance,0,0,1327,1,000000001497
1328,1498,True Faith Community Church Pantry(hold),PO Box 168,NA,Sedalia,OH,43151-0168,MAD,Madison,Contiguous,Pantry,NA,0,0,NA,1,000000001498
1330,1499,Community Food Pantry,5725 Pine Valley Dr,NA,Zanesville,OH,47301,MUS,Muskingum,Rural,Pantry,B.Nance,0,0,1330,1,000000001499
1334,1500,Evangel Temple AG(Brazilian&Spanish,2579 Villa Caprice Drive,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001500
268,1501,Rejoice Cathedral Food Pantry,5000 Sunbury Road,NA,Columbus,OH,43231,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001501
1251,1502,Apostolic Christian Church Pantry,PO Box 688,NA,Mt Vernon,OH,43050-0688,KNO,Knox,Rural,Pantry,B.Nance,633,160,1251,1,000000001502
1352,1503,St Augustine and Gabriel,325 East Royal Forest Blvd.,NA,Columbus,OH,43214,FRA,Franklin,Franklin,Pantry,NA,583,161,NA,1,000000001503
1353,1504,Comm. & Seasoned Citizens ALH/CSFP,203 So. Maple Street,NA,Marysville,OH,43040,FRA,Franklin,Franklin,Miscellaneous,NA,0,0,NA,1,000000001504
2389,1505,Homeless Families Foundation,33 N Grubb St,NA,Columbus,OH,43215,FRA,Franklin,Franklin,Pantry,NA,3303,694,2389,1,000000001505
1363,1509,Pickerington Food Pantry,70 Cross St,NA,Pickerington,OH,43147-0914,FAI,Fairfield,Contiguous,Pantry,B.Nance,18,162,NA,1,000000001509
1364,1510,Brice UMC Food Pantry,3160 Brice Road,P O Box 79,Brice,OH,43109,FRA,Franklin,Franklin,Pantry,NA,11,163,1364,1,000000001510
1365,1511,Johnson Rudd Community Pantry,P O Box 1754,NA,Marion,OH,43301,MAR,Marion,Rural,Pantry,B.Nance,670,164,NA,1,000000001511
1367,1512,Gethsemane Lutheran Church Pantry,219 E. Church Street,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,0,0,1367,1,000000001512
1369,1513,Worthington Resource Pantry,PO Box 27,NA,Worthington,OH,43085,FRA,Franklin,Franklin,Pantry,NA,845,165,1369,1,000000001513
1374,1514,Gods Community Food Pantry,PO Box 568,PO Box 568,Adelphi,OH,43101,ROS,Ross,Rural,Pantry,B.Nance,300,166,NA,1,000000001514
1383,1515,My Brothers Keeper FP/Christian Valley,850 Studer Avenue,NA,Columbus,OH,43206,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001515
1385,1516,Cardington Food Pantry,300 South Marion Street,NA,Cardington,OH,43315,MOR,Morrow,Rural,Pantry,B.Nance,268,167,1385,1,000000001516
1386,1517,Open Table Pantry,2393 Peachblow Road,NA,Lewis Center,OH,43035,DEL,Delaware,Contiguous,Pantry,B.Nance,608,168,NA,1,000000001517
1392,1518,Harvest Time Ministries Int,920 East Fulton Street,NA,Columbus,OH,43205,FRA,Franklin,Franklin,Pantry,NA,830,0,NA,1,000000001518
1396,1519,Ohio Health & Wellness Service FP,PO Box 32265,NA,Columbus,OH,43232-0265,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001519
1407,1520,ZZZZZRJ Hairston Community Outreach Pant,PO Box 24445,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Pantry,NA,599,612,1407,1,000000001520
1409,1521,Kroger Community Food Pantry,3960 Brookham Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,6,667,1409,1,000000001521
1416,1522,My Brothers Keeper Food Pantry,2283 Sunbury Rd,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,405,170,NA,1,000000001522
1422,1523,Life Link Community Pantry,248 Olney Avenue,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,751,674,NA,1,000000001523
1428,1524,Turn Pt Apostolic CH/EXTENDED HANDS(Hold,7718 Groveport Road,NA,Groveport,OH,43125,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001524
1429,1525,Operation Homefront-Ohio Pantry(Hold),6425 Busch Blvd.,NA,Columbus,OH,43229,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001525
1430,1526,Whitehall CCCU Church Outreach FP,408 Collingwood Avenue,NA,Whitehall,OH,43213,FRA,Franklin,Franklin,Pantry,NA,706,0,NA,1,000000001526
1432,1527,Total Life Ministries Food Pantry,2260 East Fifth Avenue,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,543,635,NA,1,000000001527
1434,1528,St Mary Magdalene FP,335 Guernsey Avenue,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,1519,63,NA,1,000000001528
1435,1529,ZZZZZGUMC Helping Hands,5081 Carbondale Drive,NA,Columbus,OH,43232,FRA,Franklin,Franklin,Pantry,NA,544,664,NA,1,000000001529
1437,1530,Ministry of Salvation Food Pantry,181 Shirley Circle,NA,Steubenville,OH,43952,JEF,Jefferson,Rural,Pantry,H.Willis,306,172,NA,1,000000001530
1463,1531,ZZZZZGladden Food Pantry,183 Hawkes Avenue,NA,Columbus,OH,43223,FRA,Franklin,Franklin,Pantry,NA,8,173,96,1,000000001531
1438,1532,Measure of Manna Food Pantry,5075 Cleveland Avenue,NA,Columbus,OH,43231,FRA,Franklin,Franklin,Pantry,NA,495,174,NA,1,000000001532
1439,1533,Scio Community Food Pantry,PO Box 554,NA,Scio,OH,43988,HAR,Harrison,Rural,Pantry,H.Willis,483,175,NA,1,000000001533
1440,1534,Lewisville Community Center FP SOMA,42339 St Rt 145 c/o Terrie West,PO Box 313,Stafford,OH,43786,MON,Monroe,Rural,Pantry,H.Willis,417,176,1440,1,000000001534
1441,1535,Lifepointe Family Center Pantry,PO Box 631,NA,London,OH,43140,MAD,Madison,Contiguous,Pantry,B.Nance,935,177,NA,1,000000001535
1483,1536,Angel Food Pantry,PO Box 126,NA,Marengo,OH,43334,MOR,Morrow,Rural,Pantry,B.Nance,709,178,NA,1,000000001536
1497,1537,LAMC Food Pantry/Leave a Mark Church,4818 Parsons Avenue,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,726,179,NA,1,000000001537
1500,1538,St. Vincent DePaul Marion Pantry,1249 Timber Lane,NA,Marion,OH,43302,MAR,Marion,Rural,Pantry,B.Nance,0,0,936,1,000000001538
1505,1539,Northside Food Pantry,6000 Cooper Road,NA,Westerville,OH,43081,FRA,Franklin,Franklin,Pantry,NA,545,180,236,1,000000001539
1511,1540,First Westminster Prsby Church(hold),235 NORTH FOURTH STREET,NA,STEUBENVILLE,OH,43952,JEF,Jefferson,Rural,Pantry,H.Willis,0,0,NA,1,000000001540
1518,1541,Kroger Comm. Food Pantry/MOFB II,3960 Brookham Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,0,0,1409,1,000000001541
2472,1550,Second Chance Center of Hope Pantry,420 W Oakland St,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Pantry,NA,3589,717,NA,1,000000001550
269,1555,Inner City Ministries,PO Box 23087,NA,Columbus,OH,43223-0087,FRA,Franklin,Franklin,Pantry,NA,0,0,269,1,000000001555
270,1556,Bread of Life Choice Pantry,2956 Cleveland Avenue,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Pantry,NA,466,181,270,1,000000001556
1521,1557,Millersport Community Food Pantry,P O Box 296,NA,Millersport,OH,43046,FAI,Fairfield,Contiguous,Pantry,B.Nance,104,675,1521,1,000000001557
271,1558,Westgate Friends Church,3750 Sullivant Avenue,NA,Columbus,OH,43228,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001558
1528,1559,ZZZZZObetz UMC Food Pantry,1781 Obetz Avenue,NA,Obetz,OH,43207,FRA,Franklin,Franklin,Pantry,NA,0,0,1528,1,000000001559
1529,1560,St Frances Cabrini Community FP,71359 Skyview Dr,NA,Martins Ferry,OH,43935,BEL,Belmont,Rural,Pantry,H.Willis,1129,183,NA,1,000000001560
1536,1561,Daily Needs Assistance/Personal Needs Pa,340 W. Main,NA,Plain City,OH,43064,MAD,Madison,Contiguous,Pantry,NA,0,0,NA,1,000000001561
1542,1562,Mid-Ohio Market at HEART,6475 E MAIN ST,6475 E. Main St. Suite 126,Reynoldsburg,OH,43068,FRA,Franklin,Franklin,Pantry,NA,432,184,1542,1,000000001562
1554,1563,FEED-BMS Pantry,3960 Brookham Drive,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,0,0,1554,1,000000001563
1567,1564,Salvation Army Union County Food Pantry,232 M. Main Street,NA,Marysville,OH,43040,UNI,Union,Contiguous,Pantry,B.Nance,2239,185,NA,1,000000001564
1569,1565,Flushing Ministerial Association Pantry,427 High Street,NA,Flushing,OH,43977,BEL,Belmont,Rural,Pantry,H.Willis,1483,186,1569,1,000000001565
1570,1566,ZZZZZAbundant Life FP,P O Box 248665,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Pantry,NA,782,187,NA,1,000000001566
1571,1567,Easton Community Ch Pantry-Stelzer,3035 Stelzer Road,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,0,0,1571,1,000000001567
1572,1568,St Mark Emerald Food Pantry,331 Gay Street,NA,Lancaster,OH,43130,FAI,Fairfield,Contiguous,Pantry,B.Nance,203,188,NA,1,000000001568
1588,1569,Open Door Fellowship Food Pantry,3130 S. Bridge Street,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,1364,189,NA,1,000000001569
1589,1570,Community Christian Fellowship Pant,209 E. Water Street,NA,Prospect,OH,43342,MAR,Marion,Rural,Pantry,B.Nance,629,0,2067,1,000000001570
1590,1571,St. Paul Lutheran Church Food Pantry,200 E. Water Street,NA,Prospect,OH,43342,MAR,Marion,Rural,Pantry,B.Nance,576,191,NA,1,000000001571
1601,1572,Community Blessings Food Pantry,1600 S 6th St,NA,Columbus,OH,43207,FRA,Franklin,Franklin,Pantry,NA,467,192,1601,1,000000001572
1602,1573,Hilliard Church Community Pantry,3669 Leap Road,NA,Hilliard,OH,43026,FRA,Franklin,Franklin,Pantry,NA,0,0,1602,1,000000001573
1603,1574,Calvary Christian Fellowship Food Pantry,3601 Bexvie Avenue,NA,Columbus,OH,43227,FRA,Franklin,Franklin,Pantry,NA,833,193,NA,1,000000001574
1619,1575,Grace Community Church Food Pantry,Attn: Mr. Gary M. Dillard,7224 E. Main St.,South Solon,OH,45153,MAD,Madison,Contiguous,Pantry,B.Nance,0,0,1619,1,000000001575
1622,1576,Community of Care Food Pantry,1649 GRAHAM ROAD,6401 Galloway Rd,REYNOLDSBURG,OH,43068,FRA,Franklin,Franklin,Pantry,NA,677,194,NA,1,000000001576
1629,1577,North Park Church of Christ Pantry,4938 Westerville Road,NA,Columbus,OH,43231,FRA,Franklin,Franklin,Pantry,NA,517,195,NA,1,000000001577
1659,1578,Church of the Cross Food Pantry,P O Box 6,NA,E. Springfield,OH,43925,JEF,Jefferson,Rural,Pantry,H.Willis,653,196,NA,1,000000001578
1662,1579,LSS Delaware Food Pantry,54 Ross,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Pantry,B.Nance,202,197,1209,1,000000001579
1683,1580,ZZZZZVolunteers of America/Family Servic,1751 E. Long Street,NA,Columbus,OH,43203,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001580
1686,1581,Highpoint Community Outreach FP,795 Pollock Road,NA,Delaware,OH,43015,DEL,Delaware,Contiguous,Pantry,B.Nance,0,0,NA,1,000000001581
1684,1582,Love Inc of Ross County Food Pantry,P. O. Box 6090,NA,Chillicothe,NA,45601,ROS,Ross,Rural,Pantry,B.Nance,592,198,NA,1,000000001582
1685,1583,Columbus Christian Center Food Pantry,2300 N. Cassady,NA,Columbus,OH,43219,FRA,Franklin,Franklin,Pantry,NA,200,609,NA,1,000000001583
1687,1584,Resurrection Min for all People Pan,501 Goshen Court,NA,Gahanna,OH,43230,FAI,Fairfield,Contiguous,Pantry,B.Nance,0,0,1538,1,000000001584
1708,1585,Millersport Community Food Pantry,P O Box 296,NA,Millersport,OH,43046,FAI,Fairfield,Contiguous,Pantry,NA,0,0,1521,1,000000001585
1709,1586,Triumph in Christ Ministry Food Pantry,2300 FITZROY PLACE SOUTH,NA,Columbus,OH,43224,FRA,Franklin,Franklin,Pantry,NA,0,0,NA,1,000000001586
1710,1587,The Church Triumphant,1001 Vera Place,NA,Columbus,OH,43204,FRA,Franklin,Franklin,Pantry,NA,707,200,NA,1,000000001587
1712,1588,The Fathers House International Pantry,9670 Schoolhouse Road,NA,Canal Winchester,OH,43110,FAI,Fairfield,Contiguous,Pantry,B.Nance,407,201,1712,1,000000001588
1716,1589,Storehouse for Jesus FP,8100 Hazelton-Etna Road S.W.,NA,Pataskala,OH,43062,LIC,Licking,Contiguous,Pantry,B.Nance,418,202,NA,1,000000001589
1717,1590,Southwestern Church of Christ Pantry,3767 Grove City Road,NA,Grove City,OH,43123,FRA,Franklin,Franklin,Pantry,NA,786,203,NA,1,000000001590
1718,1591,zzzzzzBread of Life Food Pantry,721 S. Fayette Street,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Pantry,B.Nance,602,204,NA,1,000000001591
1722,1592,ZZZZZHoward Christian Church Pantry,P O Box 207,NA,Howard,OH,43028,KNO,Knox,Rural,Pantry,B.Nance,471,0,NA,1,000000001592
1727,1593,Original Glorious COGIC Pantry,123 W. Main Street,NA,Chillicothe,OH,45601,ROS,Ross,Rural,Pantry,B.Nance,1698,206,NA,1,000000001593
1728,1594,Faith Food Pantry,1011 Old Chillicothe Road,NA,Washington Court House,OH,43160,FAY,Fayette,Rural,Pantry,B.Nance,0,0,1728,1,000000001594
1729,1595,Tarlton UMC Food Pantry,25850 Tarlton-Adelphi Road,NA,Laurelville,OH,43135,PIC,Pickaway,Contiguous,Pantry,B.Nance,0,0,NA,1,000000001595
1738,1596,Project Manna-Epworth Center Pantry,P O Box 538,301 N. Main St.,Bethesda,OH,43719,BEL,Belmont,Rural,Pantry,H.Willis,1363,208,1738,1,000000001596
1769,1597,Gethsemane Lutheran Church Pantry,35 E. STANTON Ave,NA,COLUMBUS,OH,43214,FRA,Franklin,Franklin,Pantry,NA,3116,551,NA,1,000000001597
1776,1598,Reynoldsburg Helping Hands Pantry,PO Box 1521,NA,Reynoldsburg,OH,43068,FRA,Franklin,Franklin,Pantry,NA,848,210,NA,1,000000001598
