"mstr_item_id","lbs_per_service","name_commodity","family_id","name_family","item_id","number.y","case_weight","storage_method","category_grouping","material_cost_code","material_cost_name"
422,6,"CORN",4,"Produce",93520,"OAS368",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",93567,"VPP184",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",93610,"OAS383",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",93612,"OAS381",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",93666,"OAS394",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",93776,"OAS393",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",93852,"OAS483",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",93974,"OAS500",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",94101,"OAS512",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",94253,"VPP204",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",94351,"OAS910658",38,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",95623,"OAS752",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",95743,"OAS754",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",95883,"OAS755",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",95963,"OAS756",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",96311,"OAS910969",34,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",96384,"OAS794",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",96654,"OAS796",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",96741,"OAS797",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",97068,"VAP129",40,"RF","Fresh Food","SY","FA Yellow"
422,6,"CORN",4,"Produce",98383,"OAS1058",50,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",98595,"OAS1078",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",98716,"OAS1084",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",98826,"VPP415",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",98940,"OAS1090",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",99061,"OAS911048",9,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",99077,"OAS911062",42,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",99085,"OAS911070",51,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",99507,"OAS1136",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",99588,"OAS911100",12,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",99633,"OAS911143",12,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",101835,"VPP553",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102359,"VPP628",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102453,"VPP643",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102521,"VPP645",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102600,"ZZ50",25,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102640,"VPP672",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102697,"VPP676",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102761,"VPP688",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102779,"VPP694",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102857,"VPP701",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",102927,"VPP705",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103009,"VPP713",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103115,"VPP733",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103174,"VAP207",42,"RF","Fresh Food","SY","FA Yellow"
422,6,"CORN",4,"Produce",103218,"VPP755",42,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103317,"VPP763",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103409,"VPP783",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103508,"WHV11",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103620,"VPP793",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103717,"VPP825",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103817,"VPP836",50,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",103852,"OAS911183",50,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",103976,"OAS1340",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",103994,"OAS911198",13,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104001,"OAS911204",45,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104009,"OAS911212",675,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104115,"OAS1358",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104130,"OAS911227",13,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104143,"OAS911240",13,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104145,"OAS911242",50,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104220,"OAS1376",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104322,"OAS1379",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104433,"OAS1403",43,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104533,"OAS1415",40,"RF","Fresh Food","AG","Agriculture"
422,6,"CORN",4,"Produce",104654,"VPP911",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",104794,"VPP922",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",104916,"VPP940",40,"RF","Fresh Food","LO","Local"
422,6,"CORN",4,"Produce",105026,"OAS1457",475,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73489,"OAS93789",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73498,"PEO901",10,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",73510,"OAS93802",15,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73594,"OAS990298",21,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73595,"OAS990299",25,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73598,"OAS990302",13,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73599,"OAS990303",11,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73632,"OAS93819",24,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73690,"OAS93833",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73700,"VAP9214",18,"RF","Fresh Food","SY","FA Yellow"
429,3,"CUCUMBER",4,"Produce",73701,"VAP9215",18,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",73713,"OAS91905",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73753,"OAS93841",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73799,"OAS93852",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73800,"OAS93853",30,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73803,"FRG933",10,"RF","Fresh Food","FL","Other FB Local"
429,3,"CUCUMBER",4,"Produce",73893,"OAS93868",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",73929,"OAS93876",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74001,"OAS93897",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74048,"OAS999051",14,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74057,"FRG936",10,"RF","Fresh Food","FL","Other FB Local"
429,3,"CUCUMBER",4,"Produce",74113,"OAS93906",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74120,"OAS93910",10,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74152,"OAS93922",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74194,"OAS93938",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74215,"OAS93946",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74224,"OAS93955",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74256,"OAS93967",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74309,"OAS93983",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74314,"OAS93988",21,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74315,"OAS93989",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74359,"OAS94000",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74594,"OAS94040",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74864,"OAS999114",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",74925,"OAS94076",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",75307,"OAS94111",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",75409,"VPP9010",1,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",75410,"VAP9310",1,"RF","Fresh Food","SY","FA Yellow"
429,3,"CUCUMBER",4,"Produce",75630,"OAS94134",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",75678,"OAS999143",48,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",75998,"VPP9042",40,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",75999,"VAP9342",40,"RF","Fresh Food","SY","FA Yellow"
429,3,"CUCUMBER",4,"Produce",76651,"VPP9073",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",76665,"MWF908",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",76793,"OAS94217",43,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",76852,"OAS94229",43,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",76940,"VPP9080",43,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",77030,"OAS94245",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77067,"OAS94250",43,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77132,"FRG941",20,"RF","Fresh Food","FL","Other FB Local"
429,3,"CUCUMBER",4,"Produce",77133,"FRG942",8,"RF","Fresh Food","FL","Other FB Local"
429,3,"CUCUMBER",4,"Produce",77236,"VAP9376",45,"RF","Fresh Food","SY","FA Yellow"
429,3,"CUCUMBER",4,"Produce",77349,"FRG946",1,"RF","Fresh Food","SY","FA Yellow"
429,3,"CUCUMBER",4,"Produce",77374,"OAS999189",44,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77395,"VPP9085",30,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",77447,"VPP9087",25,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",77519,"OAS94268",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77536,"OAS94270",23,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77596,"OAS94281",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77597,"OAS94282",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77603,"OAS94288",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77628,"OAS94293",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77660,"OAS94303",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77727,"OAS94318",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77747,"OAS999194",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77752,"OAS999200",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77756,"OAS999204",11,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77764,"OAS999257",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77766,"OAS999211",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77769,"OAS999214",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77771,"OAS999216",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77783,"OAS999228",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77785,"OAS999230",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77791,"OAS999235",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77797,"OAS999241",14,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77809,"OAS999254",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77811,"OAS999256",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77872,"OAS94328",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",77901,"OAS94336",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78016,"OAS999258",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78035,"OAS999276",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78042,"OAS999282",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78049,"OAS999289",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78054,"OAS999294",24,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78077,"OAS94367",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78114,"JCL901",1,"DR","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",78168,"OAS94387",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78198,"OAS999302",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78201,"OAS999305",24,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78358,"OAS94403",43,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78396,"OAS94410",53,"DR","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78448,"0AS94419",53,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78451,"OAS94419",53,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",78984,"FRG9901",1,"RF","Fresh Food","FL","Other FB Local"
429,3,"CUCUMBER",4,"Produce",79132,"OAS94489",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",79134,"OAS94491",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",79252,"OAS999977",41,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",79342,"OAS94511",1,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",79466,"HHE901",8,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",80431,"VPP9118",14,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",80609,"VPP9120",8,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",80740,"FRG950",1,"RF","Fresh Food","SY","FA Yellow"
429,3,"CUCUMBER",4,"Produce",81676,"OAS94698",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",81839,"OAS910033",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",81841,"OAS910035",14,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",81843,"OAS910037",14,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",81850,"OAS910044",44,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",81899,"OAS94729",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82006,"OAS94750",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82067,"OAS94763",25,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82126,"OAS94780",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82133,"OAS94783",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82206,"OAS94804",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82295,"OAS910059",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",82410,"OAS94826",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",83699,"MWF932",45,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",84344,"OAS95030",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",84947,"OAS95099",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",85481,"OAS95161",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",85482,"OAS95162",30,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",85697,"OAS95192",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",85720,"OAS95197",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86270,"WB902",21,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",86283,"OAS95218",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86394,"OAS95245",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86557,"OAS95259",23,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86574,"OAS910246",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86581,"OAS910253",11,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86590,"OAS910262",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86591,"OAS910263",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86600,"OAS910272",25,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86602,"OAS910274",25,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86603,"OAS910275",13,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86608,"OAS910280",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86797,"OAS95280",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86820,"OAS95289",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",86939,"OAS95309",47,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87018,"OAS95325",30,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87093,"OAS910298",21,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87108,"OAS910311",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87112,"OAS910315",21,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87119,"OAS910322",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87136,"OAS910337",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87253,"OAS95342",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87379,"OAS95364",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87468,"OAS910351",16,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87473,"OAS910356",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87479,"OAS910362",11,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87521,"OAS95378",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87728,"OAS95401",38,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",87900,"OAS95409",24,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",88423,"OAS95450",45,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",88863,"OAS95500",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",89022,"OAS95514",46,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",89212,"OAS030",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",89293,"OAS033",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",89607,"OAS054",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90257,"OAS112",25,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90360,"OAS128",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90385,"OAS135",48,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90568,"OAS154",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90588,"OAS159",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90609,"OAS166",47,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90687,"OAS176",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",90802,"OAS192",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",91056,"OAS211",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",91194,"OAS224",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",91278,"VPP13",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",91382,"OAS249",24,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",91386,"WIE002",60,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",91467,"OAS252",26,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",91614,"VPP29",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",91900,"VPP59",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",91988,"VPP65",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",92233,"VPP99",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",92351,"VPP113",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",92553,"OAS270",50,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92653,"OAS278",48,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92711,"VPP150",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",92845,"OAS910501",13,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92855,"OAS910511",24,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92859,"OAS910515",23,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92860,"OAS910516",13,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92874,"OAS910530",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92877,"OAS910533",14,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92882,"OAS910538",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92885,"OAS910541",14,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",92890,"VPP158",50,"RF","Fresh Food","LO","Local"
429,3,"CUCUMBER",4,"Produce",92980,"OAS303",25,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93049,"HX1390",1,"RF","Fresh Food","SB","FA Blue"
429,3,"CUCUMBER",4,"Produce",93123,"OAS317",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93239,"OAS333",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93283,"OAS340",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93304,"OAS910547",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93306,"OAS910549",22,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93312,"OAS910555",20,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93320,"OAS910563",11,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93333,"OAS910576",2,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93354,"OAS910597",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93369,"OAS910612",12,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93379,"OAS348",39,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93479,"OAS362",40,"RF","Fresh Food","AG","Agriculture"
429,3,"CUCUMBER",4,"Produce",93593,"OAS377",30,"RF","Fresh Food","AG","Agriculture"
